tourney_name,tourney_date,tourney_level,surface,draw_size,round,best_of,minutes,score,player_name,player_rank,player_rank_points,player_age,opponent_rank,opponent_rank_points,win,rank_diff,match_load_7,match_load_14,fatigue_score_7,fatigue_score_14
Roland Garros,2024-05-27,G,Clay,128,R64,5,169.5,1-6 4-6 6-3 7-6(5) 6-2,Thanasi Kokkinakis,100.0,623.0,28.1,148.0,420.0,1,-48.0,0,0,0.0,0.0
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,4-6 7-6(8) 6-3 5-7 6-3,Thanasi Kokkinakis,100.0,623.0,28.1,51.0,961.0,1,49.0,1,1,0.1,0.06666666666666667
Roland Garros,2024-05-27,G,Clay,128,R32,5,169.5,6-3 6-2 6-7(4) 5-7 6-3,Thanasi Kokkinakis,100.0,623.0,28.1,12.0,2980.0,0,88.0,2,2,0.2,0.13333333333333333
Wimbledon,2024-07-01,G,Grass,128,R128,5,278.0,4-6 5-7 7-6(9) 6-4 6-4,Thanasi Kokkinakis,93.0,639.0,28.2,17.0,2075.0,1,76.0,0,0,0.0,0.0
Wimbledon,2024-07-01,G,Grass,128,R64,5,131.0,2-6 7-5 5-2 RET,Thanasi Kokkinakis,93.0,639.0,28.2,212.0,284.0,0,-119.0,1,1,0.1,0.06666666666666667
Washington,2024-07-29,A,Hard,64,R32,3,109.0,6-4 7-6(4),Thanasi Kokkinakis,91.0,667.0,28.3,85.0,694.0,1,6.0,0,0,0.0,0.0
Washington,2024-07-29,A,Hard,64,R64,3,133.0,6-7(4) 6-4 6-3,Thanasi Kokkinakis,91.0,667.0,28.3,59.0,835.0,1,32.0,1,1,0.1,0.06666666666666667
Washington,2024-07-29,A,Hard,64,R16,3,136.0,6-7(1) 7-5 3-2 RET,Thanasi Kokkinakis,91.0,667.0,28.3,22.0,1795.0,0,69.0,2,2,0.2,0.13333333333333333
Canada Masters,2024-08-05,M,Hard,64,R64,3,77.0,6-3 6-3,Thanasi Kokkinakis,81.0,697.0,28.3,34.0,1315.0,1,47.0,3,3,0.3,0.2
Canada Masters,2024-08-05,M,Hard,64,R32,3,148.0,4-6 6-3 7-6(6),Thanasi Kokkinakis,81.0,697.0,28.3,6.0,4105.0,0,75.0,4,4,0.4,0.26666666666666666
US Open,2024-08-26,G,Hard,128,R128,5,234.0,7-6(5) 4-6 6-3 7-5,Thanasi Kokkinakis,86.0,672.0,28.3,11.0,3425.0,1,75.0,0,0,0.0,0.0
US Open,2024-08-26,G,Hard,128,R64,5,169.0,6-4 7-5 7-5,Thanasi Kokkinakis,86.0,672.0,28.3,34.0,1325.0,0,52.0,1,1,0.1,0.06666666666666667
Davis Cup Finals RR: AUS vs FRA,2024-09-10,D,Hard,2,RR,3,128.0,7-6(4) 7-6(3),Thanasi Kokkinakis,78.0,712.0,28.4,25.0,1775.0,1,53.0,0,0,0.0,0.0
Davis Cup Finals RR: AUS vs CZE,2024-09-12,D,Hard,2,RR,3,141.0,6-2 6-7(2) 6-3,Thanasi Kokkinakis,78.0,712.0,28.4,67.0,797.0,1,11.0,1,1,0.1,0.06666666666666667
Laver Cup,2024-09-20,T,Hard,12,RR,3,81.0,6-1 6-4,Thanasi Kokkinakis,78.0,712.0,28.4,12.0,3390.0,0,66.0,0,2,0.0,0.13333333333333333
Davis Cup Finals QF: USA vs AUS,2024-11-21,D,Hard,2,RR,3,137.0,6-1 4-6 7-6(14),Thanasi Kokkinakis,77.0,716.0,28.6,21.0,2330.0,1,56.0,0,0,0.0,0.0
Davis Cup Finals SF: ITA vs AUS,2024-11-23,D,Hard,2,RR,3,163.0,6-7(6) 6-3 7-5,Thanasi Kokkinakis,77.0,716.0,28.6,35.0,1380.0,0,42.0,1,1,0.1,0.06666666666666667
Metz,2024-11-04,A,Hard,28,R32,3,64.0,6-3 6-1,Theo Papamalamis,721.0,37.0,18.8,84.0,693.0,0,637.0,0,0,0.0,0.0
Roland Garros,2023-05-29,G,Clay,128,R128,5,186.0,6-2 4-6 6-3 6-4,Thiago Agustin Tirante,153.0,390.0,22.1,31.0,1215.0,1,122.0,0,0,0.0,0.0
Roland Garros,2023-05-29,G,Clay,128,R64,5,141.0,7-6(3) 6-3 6-4,Thiago Agustin Tirante,153.0,390.0,22.1,71.0,752.0,0,82.0,1,1,0.1,0.06666666666666667
Los Cabos,2023-07-31,A,Hard,32,R32,3,117.0,7-6(3) 6-2,Thiago Agustin Tirante,136.0,452.0,22.3,410.0,110.0,1,-274.0,0,0,0.0,0.0
Los Cabos,2023-07-31,A,Hard,32,R16,3,63.0,6-2 6-1,Thiago Agustin Tirante,136.0,452.0,22.3,19.0,1945.0,0,117.0,1,1,0.1,0.06666666666666667
Cordoba,2024-02-05,A,Clay,32,R32,3,118.0,6-1 7-6(4),Thiago Agustin Tirante,109.0,573.0,22.8,120.0,534.0,1,-11.0,0,0,0.0,0.0
Cordoba,2024-02-05,A,Clay,32,R16,3,167.0,6-2 6-7(5) 6-2,Thiago Agustin Tirante,109.0,573.0,22.8,95.0,634.0,0,14.0,1,1,0.1,0.06666666666666667
Santiago,2024-02-26,A,Clay,32,R32,3,128.0,7-5 7-6(3),Thiago Agustin Tirante,100.0,598.0,22.8,343.0,149.0,1,-243.0,0,0,0.0,0.0
Santiago,2024-02-26,A,Clay,32,R16,3,164.0,6-3 6-7(5) 6-2,Thiago Agustin Tirante,100.0,598.0,22.8,140.0,464.0,0,-40.0,1,1,0.1,0.06666666666666667
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,5-7 6-4 3-6 6-4 6-3,Thiago Agustin Tirante,109.0,580.0,23.1,48.0,995.0,0,61.0,0,0,0.0,0.0
Bastad,2024-07-15,A,Clay,32,QF,3,135.0,6-3 2-6 7-5,Thiago Agustin Tirante,121.0,508.0,23.2,54.0,906.0,1,67.0,0,0,0.0,0.0
Bastad,2024-07-15,A,Clay,32,R16,3,144.0,7-6(5) 3-6 6-4,Thiago Agustin Tirante,121.0,508.0,23.2,8.0,4070.0,1,113.0,1,1,0.1,0.06666666666666667
Bastad,2024-07-15,A,Clay,32,R32,3,115.0,3-6 6-1 6-4,Thiago Agustin Tirante,121.0,508.0,23.2,170.0,349.0,1,-49.0,2,2,0.2,0.13333333333333333
Bastad,2024-07-15,A,Clay,32,SF,3,69.0,6-3 6-4,Thiago Agustin Tirante,121.0,508.0,23.2,51.0,936.0,0,70.0,3,3,0.3,0.2
Kitzbuhel,2024-07-22,A,Clay,32,R32,3,73.0,6-2 6-4,Thiago Agustin Tirante,101.0,608.0,23.2,138.0,453.0,1,-37.0,4,4,0.4,0.26666666666666666
Kitzbuhel,2024-07-22,A,Clay,32,R16,3,82.0,6-3 6-3,Thiago Agustin Tirante,101.0,608.0,23.2,18.0,2210.0,0,83.0,5,5,0.5,0.3333333333333333
Stockholm,2024-10-14,A,Hard,28,R32,3,102.0,7-6(2) 6-2,Thiago Agustin Tirante,121.0,484.0,23.5,64.0,845.0,0,57.0,0,0,0.0,0.0
Adelaide 1,2022-01-03,A,Hard,32,R32,3,144.0,6-2 3-6 7-6(2),Thiago Monteiro,89.0,805.0,27.5,84.0,813.0,1,5.0,0,0,0.0,0.0
Adelaide 1,2022-01-03,A,Hard,32,R16,3,116.0,6-4 7-6(3),Thiago Monteiro,89.0,805.0,27.5,30.0,1710.0,0,59.0,1,1,0.1,0.06666666666666667
Adelaide 2,2022-01-10,A,Hard,32,R16,3,117.0,6-7(2) 6-3 1-0 RET,Thiago Monteiro,83.0,809.0,27.6,19.0,2373.0,1,64.0,2,2,0.2,0.13333333333333333
Adelaide 2,2022-01-10,A,Hard,32,R32,3,115.0,1-6 6-3 6-4,Thiago Monteiro,83.0,809.0,27.6,99.0,748.0,1,-16.0,3,3,0.3,0.2
Adelaide 2,2022-01-10,A,Hard,32,QF,3,104.0,6-4 6-4,Thiago Monteiro,83.0,809.0,27.6,115.0,643.0,0,-32.0,4,4,0.4,0.26666666666666666
Australian Open,2022-01-17,G,Hard,128,R128,5,218.0,6-4 3-6 7-5 2-6 7-5,Thiago Monteiro,79.0,824.0,27.6,56.0,1075.0,0,23.0,3,5,0.3,0.3333333333333333
Cordoba,2022-01-31,A,Clay,32,R32,3,176.0,4-6 6-4 7-6(4),Thiago Monteiro,92.0,754.0,27.6,61.0,1026.0,0,31.0,0,1,0.0,0.06666666666666667
Buenos Aires,2022-02-07,A,Clay,32,R32,3,80.0,6-3 6-3,Thiago Monteiro,104.0,680.0,27.6,32.0,1499.0,1,72.0,1,1,0.1,0.06666666666666667
Buenos Aires,2022-02-07,A,Clay,32,R16,3,137.0,2-6 6-3 7-5,Thiago Monteiro,104.0,680.0,27.6,201.0,325.0,0,-97.0,2,2,0.2,0.13333333333333333
Rio de Janeiro,2022-02-14,A,Clay,32,R32,3,145.0,1-6 6-4 6-4,Thiago Monteiro,106.0,659.0,27.7,72.0,881.0,1,34.0,2,3,0.2,0.2
Rio de Janeiro,2022-02-14,A,Clay,32,R16,3,171.0,6-4 6-7(6) 6-3,Thiago Monteiro,106.0,659.0,27.7,6.0,5018.0,0,100.0,3,4,0.3,0.26666666666666666
Santiago,2022-02-21,A,Clay,32,R16,3,126.0,3-6 6-4 6-1,Thiago Monteiro,107.0,630.0,27.7,37.0,1382.0,1,70.0,2,4,0.2,0.26666666666666666
Santiago,2022-02-21,A,Clay,32,R32,3,105.0,7-6(9) 6-4,Thiago Monteiro,107.0,630.0,27.7,143.0,477.0,1,-36.0,3,5,0.3,0.3333333333333333
Santiago,2022-02-21,A,Clay,32,QF,3,161.0,7-5 3-6 6-4,Thiago Monteiro,107.0,630.0,27.7,78.0,821.0,0,29.0,4,6,0.4,0.4
Davis Cup QLS R1: GER vs BRA,2022-03-04,D,Clay,4,RR,3,106.0,6-3 1-6 6-3,Thiago Monteiro,114.0,600.0,27.7,60.0,984.0,1,54.0,0,3,0.0,0.2
Davis Cup QLS R1: GER vs BRA,2022-03-04,D,Clay,4,RR,3,96.0,6-1 7-5,Thiago Monteiro,114.0,600.0,27.7,3.0,7515.0,0,111.0,1,4,0.1,0.26666666666666666
Belgrade,2022-04-18,A,Clay,32,R16,3,88.0,6-4 6-1,Thiago Monteiro,110.0,611.0,27.8,45.0,1091.0,1,65.0,0,0,0.0,0.0
Belgrade,2022-04-18,A,Clay,32,R32,3,86.0,6-4 6-3,Thiago Monteiro,110.0,611.0,27.8,85.0,765.0,1,25.0,1,1,0.1,0.06666666666666667
Belgrade,2022-04-18,A,Clay,32,QF,3,101.0,7-5 6-4,Thiago Monteiro,110.0,611.0,27.8,26.0,1566.0,0,84.0,2,2,0.2,0.13333333333333333
Eastbourne,2022-06-20,A,Grass,32,R32,3,142.0,6-7(2) 6-3 6-4,Thiago Monteiro,94.0,622.0,28.0,103.0,551.0,1,-9.0,0,0,0.0,0.0
Eastbourne,2022-06-20,A,Grass,32,R16,3,93.0,7-5 6-3,Thiago Monteiro,94.0,622.0,28.0,14.0,2920.0,0,80.0,1,1,0.1,0.06666666666666667
Wimbledon,2022-06-27,G,Grass,128,R128,5,129.0,6-2 6-4 7-5,Thiago Monteiro,89.0,643.0,28.0,71.0,780.0,0,18.0,2,2,0.2,0.13333333333333333
Gstaad,2022-07-18,A,Clay,32,R32,3,189.0,6-7(9) 7-6(4) 7-6(6),Thiago Monteiro,72.0,716.0,28.1,118.0,461.0,0,-46.0,0,0,0.0,0.0
Kitzbuhel,2022-07-25,A,Clay,32,R32,3,106.0,7-6(6) 6-4,Thiago Monteiro,67.0,716.0,28.1,68.0,710.0,0,-1.0,1,1,0.1,0.06666666666666667
Winston-Salem,2022-08-22,A,Hard,64,R32,3,70.0,6-4 6-1,Thiago Monteiro,67.0,721.0,28.2,35.0,1290.0,1,32.0,0,0,0.0,0.0
Winston-Salem,2022-08-22,A,Hard,64,R64,3,121.0,7-6(1) 7-5,Thiago Monteiro,67.0,721.0,28.2,97.0,555.0,1,-30.0,1,1,0.1,0.06666666666666667
Winston-Salem,2022-08-22,A,Hard,64,R16,3,87.0,7-5 6-2,Thiago Monteiro,67.0,721.0,28.2,50.0,921.0,0,17.0,2,2,0.2,0.13333333333333333
US Open,2022-08-29,G,Hard,128,R128,5,160.0,6-4 4-6 6-4 6-1,Thiago Monteiro,67.0,721.0,28.2,40.0,1076.0,1,27.0,3,3,0.3,0.2
US Open,2022-08-29,G,Hard,128,R64,5,178.0,6-3 6-3 5-7 6-4,Thiago Monteiro,67.0,721.0,28.2,31.0,1315.0,0,36.0,4,4,0.4,0.26666666666666666
Davis Cup WG1 R1: BRA vs POR,2022-09-16,D,Hard,4,RR,3,101.0,6-7(5) 6-4 7-6(3),Thiago Monteiro,65.0,748.0,28.2,93.0,568.0,0,-28.0,0,0,0.0,0.0
Davis Cup WG1 R1: BRA vs POR,2022-09-16,D,Hard,4,RR,3,101.0,6-3 6-1,Thiago Monteiro,65.0,748.0,28.2,56.0,816.0,0,9.0,1,1,0.1,0.06666666666666667
Tel Aviv,2022-09-26,A,Hard,32,R32,3,98.0,7-6(3) 6-1,Thiago Monteiro,62.0,793.0,28.3,115.0,468.0,0,-53.0,0,2,0.0,0.13333333333333333
Gijon,2022-10-10,A,Hard,32,R32,3,87.0,6-4 7-5,Thiago Monteiro,65.0,793.0,28.3,67.0,781.0,1,-2.0,0,1,0.0,0.06666666666666667
Gijon,2022-10-10,A,Hard,32,R16,3,112.0,6-4 7-6(3),Thiago Monteiro,65.0,793.0,28.3,15.0,2360.0,0,50.0,1,2,0.1,0.13333333333333333
Stockholm,2022-10-17,A,Hard,32,R32,3,80.0,7-5 6-2,Thiago Monteiro,61.0,798.0,28.3,27.0,1461.0,0,34.0,2,2,0.2,0.13333333333333333
Vienna,2022-10-24,A,Hard,32,R32,3,74.0,6-3 6-4,Thiago Monteiro,66.0,765.0,28.3,32.0,1280.0,0,34.0,1,3,0.1,0.2
United Cup,2023-01-02,T,Hard,18,RR,3,115.0,6-4 7-6(7),Thiago Monteiro,71.0,738.0,28.5,16.0,2375.0,0,55.0,0,0,0.0,0.0
United Cup,2023-01-02,T,Hard,18,RR,3,71.0,6-3 6-2,Thiago Monteiro,71.0,738.0,28.5,3.0,5820.0,0,68.0,1,1,0.1,0.06666666666666667
Auckland,2023-01-09,A,Hard,32,R32,3,88.0,6-3 7-5,Thiago Monteiro,69.0,729.0,28.6,78.0,685.0,0,-9.0,2,2,0.2,0.13333333333333333
Australian Open,2023-01-16,G,Hard,128,R128,5,148.0,6-3 7-6(2) 6-3,Thiago Monteiro,77.0,690.0,28.6,55.0,842.0,0,22.0,1,3,0.1,0.2
Cordoba,2023-02-06,A,Clay,32,R32,3,163.0,6-7(5) 6-1 6-2,Thiago Monteiro,78.0,690.0,28.6,67.0,775.0,0,11.0,0,0,0.0,0.0
Buenos Aires,2023-02-13,A,Clay,32,R32,3,117.0,7-6(2) 6-4,Thiago Monteiro,78.0,676.0,28.7,68.0,777.0,0,10.0,1,1,0.1,0.06666666666666667
Rio de Janeiro,2023-02-20,A,Clay,32,R32,3,164.0,6-1 3-6 7-6(2),Thiago Monteiro,83.0,631.0,28.7,96.0,550.0,1,-13.0,1,2,0.1,0.13333333333333333
Rio de Janeiro,2023-02-20,A,Clay,32,R16,3,150.0,7-5 7-5,Thiago Monteiro,83.0,631.0,28.7,13.0,2615.0,0,70.0,2,3,0.2,0.2
Santiago,2023-02-27,A,Clay,32,R16,3,116.0,3-6 6-3 6-2,Thiago Monteiro,84.0,631.0,28.7,91.0,592.0,1,-7.0,2,3,0.2,0.2
Santiago,2023-02-27,A,Clay,32,R32,3,180.0,7-5 4-6 7-5,Thiago Monteiro,84.0,631.0,28.7,50.0,890.0,1,34.0,3,4,0.3,0.26666666666666666
Santiago,2023-02-27,A,Clay,32,QF,3,160.0,6-3 3-6 6-2,Thiago Monteiro,84.0,631.0,28.7,66.0,777.0,0,18.0,4,5,0.4,0.3333333333333333
Indian Wells Masters,2023-03-06,M,Hard,128,R128,3,154.0,3-6 7-5 6-2,Thiago Monteiro,78.0,676.0,28.7,739.0,30.0,0,-661.0,3,5,0.3,0.3333333333333333
Miami Masters,2023-03-20,M,Hard,128,R128,3,100.0,6-4 7-6(6),Thiago Monteiro,81.0,680.0,28.8,70.0,748.0,1,11.0,0,1,0.0,0.06666666666666667
Miami Masters,2023-03-20,M,Hard,128,R64,3,161.0,7-6(5) 7-6(8),Thiago Monteiro,81.0,680.0,28.8,6.0,3415.0,0,75.0,1,2,0.1,0.13333333333333333
Munich,2023-04-17,A,Clay,32,R32,3,179.0,6-7(3) 7-6(5) 6-2,Thiago Monteiro,89.0,665.0,28.8,112.0,534.0,0,-23.0,0,0,0.0,0.0
Madrid Masters,2023-04-24,M,Clay,128,R128,3,134.0,7-6(9) 4-6 6-3,Thiago Monteiro,97.0,608.0,28.8,110.0,538.0,1,-13.0,1,1,0.1,0.06666666666666667
Madrid Masters,2023-04-24,M,Clay,128,R64,3,120.0,6-3 3-6 6-3,Thiago Monteiro,97.0,608.0,28.8,12.0,2855.0,0,85.0,2,2,0.2,0.13333333333333333
Rome Masters,2023-05-08,M,Clay,128,R128,3,68.0,6-1 6-2,Thiago Monteiro,98.0,627.0,28.9,45.0,927.0,1,53.0,0,2,0.0,0.13333333333333333
Rome Masters,2023-05-08,M,Clay,128,R64,3,212.0,4-6 7-6(8) 7-6(5),Thiago Monteiro,98.0,627.0,28.9,16.0,2240.0,0,82.0,1,3,0.1,0.2
Roland Garros,2023-05-29,G,Clay,128,R128,5,296.0,6-3 7-5 6-7(6) 6-7(2) 6-4,Thiago Monteiro,98.0,652.0,28.9,65.0,791.0,0,33.0,0,0,0.0,0.0
Wimbledon,2023-07-03,G,Grass,128,R128,5,166.0,4-6 7-5 7-5 6-3,Thiago Monteiro,95.0,626.0,29.0,43.0,976.0,0,52.0,0,0,0.0,0.0
Bastad,2023-07-17,A,Clay,32,R32,3,182.0,5-7 6-4 6-4,Thiago Monteiro,122.0,529.0,29.1,56.0,863.0,1,66.0,0,1,0.0,0.06666666666666667
Bastad,2023-07-17,A,Clay,32,R16,3,60.0,6-1 6-0,Thiago Monteiro,122.0,529.0,29.1,19.0,1720.0,0,103.0,1,2,0.1,0.13333333333333333
Hamburg,2023-07-24,A,Clay,32,R32,3,146.0,6-3 4-6 6-4,Thiago Monteiro,121.0,539.0,29.1,228.0,260.0,0,-107.0,2,2,0.2,0.13333333333333333
Davis Cup WG1 R1: DEN vs BRA,2023-09-15,D,Hard,4,RR,3,101.0,6-7(4) 7-6(5) 6-2,Thiago Monteiro,116.0,523.0,29.2,4.0,4710.0,1,112.0,0,0,0.0,0.0
Davis Cup QLS R1: SWE vs BRA,2024-02-02,D,Hard,4,RR,3,110.0,6-3 7-6(5),Thiago Monteiro,119.0,535.0,29.6,364.0,134.0,1,-245.0,0,0,0.0,0.0
Davis Cup QLS R1: SWE vs BRA,2024-02-02,D,Hard,4,RR,3,142.0,4-6 6-4 6-2,Thiago Monteiro,119.0,535.0,29.6,160.0,399.0,1,-41.0,1,1,0.1,0.06666666666666667
Rio de Janeiro,2024-02-19,A,Clay,32,R16,3,102.0,7-5 6-3,Thiago Monteiro,117.0,536.0,29.7,153.0,416.0,1,-36.0,0,0,0.0,0.0
Rio de Janeiro,2024-02-19,A,Clay,32,R32,3,18.0,1-1 RET,Thiago Monteiro,117.0,536.0,29.7,2.0,9105.0,1,115.0,1,1,0.1,0.06666666666666667
Rio de Janeiro,2024-02-19,A,Clay,32,QF,3,133.0,6-4 1-6 6-2,Thiago Monteiro,117.0,536.0,29.7,30.0,1415.0,0,87.0,2,2,0.2,0.13333333333333333
Madrid Masters,2024-04-22,M,Clay,128,R64,3,96.0,6-4 6-4,Thiago Monteiro,118.0,545.0,29.8,7.0,4030.0,1,111.0,0,0,0.0,0.0
Madrid Masters,2024-04-22,M,Clay,128,R128,3,72.0,6-4 6-3,Thiago Monteiro,118.0,545.0,29.8,65.0,846.0,1,53.0,1,1,0.1,0.06666666666666667
Madrid Masters,2024-04-22,M,Clay,128,R32,3,121.0,6-4 7-6(7),Thiago Monteiro,118.0,545.0,29.8,31.0,1305.0,0,87.0,2,2,0.2,0.13333333333333333
Rome Masters,2024-05-06,M,Clay,128,R32,3,157.0,6-2 4-6 7-6(6),Thiago Monteiro,106.0,590.0,29.9,58.0,850.0,1,48.0,0,3,0.0,0.2
Rome Masters,2024-05-06,M,Clay,128,R64,3,88.0,6-1 6-3,Thiago Monteiro,106.0,590.0,29.9,35.0,1191.0,1,71.0,1,4,0.1,0.26666666666666666
Rome Masters,2024-05-06,M,Clay,128,R128,3,87.0,6-2 7-5,Thiago Monteiro,106.0,590.0,29.9,38.0,1145.0,1,68.0,2,5,0.2,0.3333333333333333
Rome Masters,2024-05-06,M,Clay,128,R16,3,116.0,7-6(4) 6-3,Thiago Monteiro,106.0,590.0,29.9,56.0,868.0,0,50.0,3,6,0.3,0.4
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,6-2 6-1 4-6 7-5,Thiago Monteiro,86.0,685.0,29.9,57.0,880.0,0,29.0,0,0,0.0,0.0
Wimbledon,2024-07-01,G,Grass,128,R128,5,157.0,6-4 6-7(8) 6-3 6-4,Thiago Monteiro,86.0,690.0,30.0,47.0,981.0,0,39.0,0,0,0.0,0.0
Bastad,2024-07-15,A,Clay,32,R16,3,88.0,6-3 6-3,Thiago Monteiro,85.0,700.0,30.1,9.0,4030.0,1,76.0,0,1,0.0,0.06666666666666667
Bastad,2024-07-15,A,Clay,32,R32,3,66.0,6-1 6-3,Thiago Monteiro,85.0,700.0,30.1,69.0,776.0,1,16.0,1,2,0.1,0.13333333333333333
Bastad,2024-07-15,A,Clay,32,QF,3,129.0,6-2 4-6 6-4,Thiago Monteiro,85.0,700.0,30.1,130.0,478.0,0,-45.0,2,3,0.2,0.2
Umag,2024-07-22,A,Clay,32,R32,3,136.0,3-6 6-3 6-4,Thiago Monteiro,79.0,730.0,30.1,39.0,1229.0,1,40.0,3,3,0.3,0.2
Umag,2024-07-22,A,Clay,32,R16,3,93.0,6-2 7-6(7),Thiago Monteiro,79.0,730.0,30.1,49.0,995.0,0,30.0,4,4,0.4,0.26666666666666666
Paris Olympics,2024-07-29,O,Clay,64,R64,3,107.0,6-4 6-3,Thiago Monteiro,77.0,745.0,30.1,18.0,2250.0,0,59.0,2,5,0.2,0.3333333333333333
US Open,2024-08-26,G,Hard,128,R128,5,137.0,6-3 6-4 6-4,Thiago Monteiro,75.0,739.0,30.2,17.0,2330.0,0,58.0,0,0,0.0,0.0
Davis Cup Finals RR: ITA vs BRA,2024-09-11,D,Hard,2,RR,3,219.0,7-5 6-7(4) 7-6(5),Thiago Monteiro,76.0,720.0,30.2,33.0,1390.0,0,43.0,0,0,0.0,0.0
Davis Cup Finals RR: NED vs BRA,2024-09-12,D,Hard,2,RR,3,88.0,7-6(2) 6-4,Thiago Monteiro,76.0,720.0,30.2,39.0,1300.0,0,37.0,1,1,0.1,0.06666666666666667
Davis Cup Finals RR: BEL vs BRA,2024-09-14,D,Hard,2,RR,3,164.0,4-6 7-6(5) 7-5,Thiago Monteiro,76.0,720.0,30.2,72.0,747.0,1,4.0,2,2,0.2,0.13333333333333333
Antwerp,2024-10-14,A,Hard,28,R32,3,161.0,6-3 4-6 7-6(6),Thiago Monteiro,88.0,636.0,30.3,43.0,1238.0,0,45.0,0,0,0.0,0.0
Metz,2024-11-04,A,Hard,28,R32,3,139.0,4-6 6-4 7-6(6),Thiago Monteiro,100.0,609.0,30.4,133.0,445.0,0,-33.0,0,0,0.0,0.0
Santiago,2022-02-21,A,Clay,32,R32,3,181.0,6-4 3-6 6-4,Thiago Seyboth Wild,135.0,497.0,21.9,203.0,297.0,1,-68.0,0,0,0.0,0.0
Santiago,2022-02-21,A,Clay,32,R16,3,65.0,6-1 6-3,Thiago Seyboth Wild,135.0,497.0,21.9,115.0,600.0,0,20.0,1,1,0.1,0.06666666666666667
Davis Cup QLS R1: GER vs BRA,2022-03-04,D,Clay,4,RR,3,94.0,6-4 6-2,Thiago Seyboth Wild,216.0,267.0,21.9,3.0,7515.0,0,213.0,0,2,0.0,0.13333333333333333
Roland Garros,2023-05-29,G,Clay,128,R128,5,256.0,7-6(5) 6-7(6) 2-6 6-3 6-4,Thiago Seyboth Wild,172.0,349.0,23.2,2.0,6330.0,1,170.0,0,0,0.0,0.0
Roland Garros,2023-05-29,G,Clay,128,R64,5,175.0,6-3 3-6 6-4 6-3,Thiago Seyboth Wild,172.0,349.0,23.2,423.0,105.0,1,-251.0,1,1,0.1,0.06666666666666667
Roland Garros,2023-05-29,G,Clay,128,R32,5,219.0,3-6 7-6(8) 2-6 6-4 6-0,Thiago Seyboth Wild,172.0,349.0,23.2,33.0,1181.0,0,139.0,2,2,0.2,0.13333333333333333
Hamburg,2023-07-24,A,Clay,32,R32,3,111.0,7-6(6) 6-4,Thiago Seyboth Wild,123.0,527.0,23.3,172.0,342.0,0,-49.0,0,0,0.0,0.0
Kitzbuhel,2023-07-31,A,Clay,32,R32,3,83.0,6-3 6-4,Thiago Seyboth Wild,117.0,543.0,23.3,166.0,361.0,1,-49.0,1,1,0.1,0.06666666666666667
Kitzbuhel,2023-07-31,A,Clay,32,R16,3,94.0,7-6(5) 6-3,Thiago Seyboth Wild,117.0,543.0,23.3,38.0,1145.0,0,79.0,2,2,0.2,0.13333333333333333
Davis Cup WG1 R1: DEN vs BRA,2023-09-15,D,Hard,4,RR,3,101.0,6-4 6-2,Thiago Seyboth Wild,76.0,752.0,23.5,412.0,112.0,1,-336.0,0,0,0.0,0.0
Stockholm,2023-10-16,A,Hard,32,R32,3,70.0,6-3 6-2,Thiago Seyboth Wild,77.0,738.0,23.6,42.0,1007.0,0,35.0,0,0,0.0,0.0
Basel,2023-10-23,A,Hard,32,R32,3,122.0,7-6(4) 2-6 6-3,Thiago Seyboth Wild,78.0,738.0,23.6,25.0,1500.0,0,53.0,1,1,0.1,0.06666666666666667
Metz,2023-11-06,A,Hard,32,R32,3,127.0,7-6(3) 7-6(9),Thiago Seyboth Wild,74.0,742.0,23.6,147.0,409.0,0,-73.0,0,1,0.0,0.06666666666666667
United Cup,2024-01-01,T,Hard,18,RR,3,141.0,6-7(4) 6-2 6-3,Thiago Seyboth Wild,79.0,718.0,23.8,9.0,3245.0,0,70.0,0,0,0.0,0.0
United Cup,2024-01-01,T,Hard,18,RR,3,88.0,6-4 6-0,Thiago Seyboth Wild,79.0,718.0,23.8,26.0,1495.0,0,53.0,1,1,0.1,0.06666666666666667
Adelaide,2024-01-08,A,Hard,32,R32,3,72.0,6-3 6-2,Thiago Seyboth Wild,78.0,714.0,23.8,325.0,159.0,0,-247.0,2,2,0.2,0.13333333333333333
Australian Open,2024-01-15,G,Hard,128,R128,5,222.0,7-5 6-4 3-6 4-6 7-6(6),Thiago Seyboth Wild,77.0,718.0,23.8,5.0,5010.0,0,72.0,1,3,0.1,0.2
Cordoba,2024-02-05,A,Clay,32,R32,3,146.0,6-4 2-6 6-3,Thiago Seyboth Wild,81.0,708.0,23.9,112.0,559.0,0,-31.0,0,0,0.0,0.0
Buenos Aires,2024-02-12,A,Clay,32,R32,3,97.0,6-3 6-1,Thiago Seyboth Wild,83.0,708.0,23.9,152.0,414.0,0,-69.0,1,1,0.1,0.06666666666666667
Rio de Janeiro,2024-02-19,A,Clay,32,R16,3,135.0,6-2 4-6 6-3,Thiago Seyboth Wild,82.0,708.0,23.9,73.0,776.0,1,9.0,1,2,0.1,0.13333333333333333
Rio de Janeiro,2024-02-19,A,Clay,32,R32,3,135.0,2-6 6-4 6-4,Thiago Seyboth Wild,82.0,708.0,23.9,52.0,961.0,1,30.0,2,3,0.2,0.2
